team,season,points_scored,points_allowed,wins,losses,ties,pass_off_epa_per_att,pass_off_total_epa,pass_off_total_yards_gained,pass_off_yards_gained_per_att,run_off_epa_per_att,run_off_total_epa,run_off_total_yards_gained,run_off_yards_gained_per_att,pass_def_epa_per_att,pass_def_total_epa,pass_def_total_yards_allowed,pass_def_yards_allowed_per_att,run_def_epa_per_att,run_def_total_epa,run_def_total_yards_allowed,run_def_yards_allowed_per_att,division
PIT,2009,368,324,9,7,0,0.1245783500253492,72.13086466467719,4148,7.139414802065405,-0.06531053289675229,-26.973250086358693,1807,4.375302663438257,-0.02755881050757763,-16.314815820485958,3452,5.821247892074199,-0.040692577773512616,-14.812098309558591,1448,3.978021978021978,AFC North
PIT,2010,375,232,12,4,0,0.17304039113733577,88.07755908890391,3600,7.045009784735812,-0.070214101565499,-32.228272618564034,1936,4.208695652173913,-0.11201738267432579,-70.90700323284823,3427,5.388364779874214,-0.19344363327910477,-63.06262444898815,1011,3.091743119266055,AFC North
PIT,2011,325,227,12,4,0,0.10960808437193306,63.13425659823345,4054,7.013840830449827,-0.031147850066484503,-13.019801327790521,1916,4.583732057416268,-0.07483024075119066,-41.53078361691082,2751,4.9125,-0.07556135445503706,-29.84673500973964,1602,4.035264483627204,AFC North
PIT,2012,336,314,8,8,0,0.06724364977538608,40.27894621545626,3778,6.275747508305648,-0.15724722117111523,-63.68512457430167,1561,3.854320987654321,-0.040763574604843804,-22.664547480293155,2965,5.3231597845601435,-0.09221799556587579,-34.95062031946692,1465,3.865435356200528,AFC North
PIT,2013,379,370,8,8,0,0.10463996807361779,63.307180684538764,3692,6.311111111111111,-0.15444330907160878,-58.84290075628294,1299,3.7114285714285713,-0.02735293479337324,-16.19293739767696,3228,5.723404255319149,0.0038896151528693356,1.6064110581350357,1739,4.369346733668341,AFC North
PIT,2014,436,368,11,5,0,0.23239740140017134,148.26954209330933,4818,7.539906103286385,-0.08502489285487992,-34.35005671337149,1768,4.376237623762377,0.12853337026439532,73.77815453176292,4057,7.055652173913043,-0.05005890783411533,-18.02120682028152,1605,4.458333333333333,AFC North
PIT,2015,423,319,10,6,0,0.0979508040263551,61.61105573257736,4612,7.309033280507132,0.028164754441319526,10.336464879964266,1744,4.739130434782608,0.09263419064127634,61.694370967090045,4352,6.534534534534535,-0.1698693903124749,-63.19141319624066,1471,3.954301075268817,AFC North
PIT,2016,399,327,11,5,0,0.16303851677173478,101.2469189152473,4203,6.757234726688103,-0.020459702626332822,-8.040663132148799,1776,4.50761421319797,0.05172747064332639,32.174486740149014,3884,6.2144,-0.044958760688770735,-16.320030130023778,1605,4.40934065934066,AFC North
PIT,2017,406,308,13,3,0,0.17474750249261067,106.94547152547773,4392,7.176470588235294,-0.054349048717800864,-22.60920426660516,1696,4.067146282973621,-0.0674381001597012,-37.09095508783565,3219,5.842105263157895,0.003218165748645542,1.2229029844853059,1701,4.464566929133858,AFC North
PIT,2018,428,360,9,6,1,0.18038629048626464,128.25465253573415,5016,7.044943820224719,0.02106188193889172,6.971482921773159,1462,4.4169184290030215,0.042149848459032455,25.922156802304958,3699,5.985436893203883,0.03804078461537544,13.618600892304407,1549,4.314763231197771,AFC North
CLE,2009,245,375,5,11,0,-0.28336649373695527,-132.3321525751581,2076,4.426439232409382,-0.098009399171252,-48.22062439225598,2094,4.2303030303030305,0.11752785604847153,64.75784868270782,3909,7.06871609403255,-0.009478881423997701,-4.673088542030867,2331,4.728194726166328,AFC North
CLE,2010,271,332,5,11,0,-0.09448670186084016,-47.43232433414176,2978,5.873767258382643,-0.12152966466361298,-48.61186586544519,1661,4.14214463840399,0.08549331120445583,45.396948249566044,3531,6.649717514124294,-0.059784432530802595,-29.23458750756247,2084,4.253061224489796,AFC North
CLE,2011,218,307,4,12,0,-0.08861786528976504,-53.17071917385903,3088,5.112582781456954,-0.11189667131095712,-45.31815188093764,1543,3.8098765432098767,-0.005045514410980104,-2.5076206622571116,2962,5.947791164658635,-0.010573008742327274,-5.487391537267856,2370,4.566473988439307,AFC North
CLE,2012,302,368,5,11,0,-0.08963402432660793,-53.24261045000511,3435,5.7634228187919465,-0.05005106240056637,-19.519914336220886,1600,4.102564102564102,0.05410982813540803,34.08919172530706,3925,6.220285261489699,-0.0927451971126426,-40.90063192667539,1911,4.323529411764706,AFC North
CLE,2013,308,406,4,12,0,-0.08718684232012681,-62.77452647049131,3421,5.136636636636637,-0.05658283359541834,-19.351329089633072,1234,4.154882154882155,0.015589632208827297,10.008543878067124,3123,5.231155778894473,-0.04521117201495163,-19.93812685859367,1598,4.205263157894737,AFC North
CLE,2014,299,337,7,9,0,-0.014530590769419276,-7.672151926253378,3485,6.5754716981132075,-0.1192546900380605,-55.93044962785037,1714,3.646808510638298,-0.07726028974925567,-46.819735588048935,3587,5.909390444810544,-0.024944134548108402,-12.197681794025009,2272,4.636734693877551,AFC North
CLE,2015,278,432,3,13,0,-0.0474453588349395,-31.26649147222513,3786,5.72768532526475,-0.09402157135207502,-35.16406768567606,1537,4.0986666666666665,0.1498205597062685,80.60346112197246,4016,7.450834879406308,-0.02005335158484673,-8.903688103671948,2069,4.65990990990991,AFC North
CLE,2016,264,452,1,15,0,-0.03427376449202606,-21.489650336500336,3268,5.179080824088748,-0.08852245724737719,-30.628770207592506,1714,4.925287356321839,0.2470838183563378,139.8494411896872,4000,7.067137809187279,0.027222555998682424,13.202939659360975,2295,4.712525667351129,AFC North
CLE,2017,234,410,0,16,0,-0.27191862386935395,-167.7737909273914,3228,5.21486268174475,0.008124684498561581,3.0955047939519624,1718,4.49738219895288,0.09148999349745578,50.95992637808286,3656,6.563734290843806,-0.12833341668919226,-57.365037260068945,1598,3.5669642857142856,AFC North
CLE,2018,359,392,7,8,1,-0.013051543412913778,-8.000596112116146,4011,6.53257328990228,0.011518845929124553,4.607538371649821,1909,4.7725,0.033440787924997585,21.970597666723414,4129,6.275075987841945,0.0016692172679582194,0.7478093360452822,2176,4.857142857142857,AFC North
NO,2009,510,341,13,3,0,0.23360314926105655,131.28496988471377,4346,7.733096085409253,-0.011078160537980846,-4.996250402629362,2130,4.712389380530974,-0.06838088045136048,-40.755004749010844,3763,6.2716666666666665,0.073647163164009,31.520985834195855,1967,4.595794392523365,NFC South
NO,2010,384,307,11,5,0,0.1131532380935102,77.17050837977396,4455,6.532258064516129,-0.07162918693189735,-26.14465323014253,1531,4.183060109289618,-0.01162290626570428,-6.090402883229043,3107,5.895635673624288,-0.10494315790285769,-43.02669474017165,1806,4.383495145631068,NFC South
NO,2011,547,339,13,3,0,0.3399345753079443,239.65387559210075,5643,8.004255319148935,0.051651858949433624,22.055343771408157,2155,5.023310023310024,0.06613818780163998,43.981894888090586,4425,6.594634873323398,0.02373621261336885,8.426355477745942,1780,4.972067039106145,NFC South
NO,2012,461,454,7,9,0,0.1740993966618388,119.78038490334508,4997,7.252539912917271,0.0043533089897919075,1.558484618345503,1592,4.446927374301676,0.17772723004691926,110.54633708918378,4690,7.52808988764045,0.023995556515970903,10.678022649607053,2372,5.318385650224215,NFC South
NO,2013,414,304,11,5,0,0.22854078264538805,155.63627298150925,4893,7.174486803519062,-0.06392374894104175,-23.39609211242128,1499,4.0956284153005464,-0.07268810111068698,-39.76039130754578,3105,5.655737704918033,0.0032569799055607593,1.2409093440186492,1794,4.696335078534031,NFC South
NO,2014,401,424,7,9,0,0.1807380358448486,123.26334044618673,4764,6.97510980966325,-0.010928578581893606,-4.338645697011762,1827,4.602015113350126,0.17114700497393617,99.09411587990905,4025,6.951640759930916,0.0803981998384815,34.65162413038553,2137,4.9467592592592595,NFC South
NO,2015,408,476,7,9,0,0.20790271809663227,144.49238907715943,4978,7.131805157593123,-0.04884264443828313,-18.56020488654759,1507,3.9553805774278215,0.31406062592176087,179.95673865316897,4548,7.923344947735192,-0.050618105848779404,-20.804041503848335,2092,5.077669902912621,NFC South
NO,2016,469,454,7,9,0,0.1999408865186527,138.159152584389,5073,7.3097982708933715,0.023118585878237004,9.108722836025379,1759,4.453164556962025,0.19196602192188933,116.52337530658683,4384,7.198686371100164,-0.01388060600575115,-5.288510888191188,1640,4.293193717277487,NFC South
NO,2017,448,326,11,5,0,0.19170435778763717,105.62910114098808,4193,7.596014492753623,0.06321368722587102,26.802603383769313,2094,4.9270588235294115,0.008096764921123354,4.760897773620532,3599,6.079391891891892,-0.012964766416821814,-5.14701226747826,1796,4.5125628140703515,NFC South
NO,2018,504,353,13,3,0,0.29492626572159564,158.96525722394006,4044,7.50278293135436,0.056860821193634246,25.530508715941778,2056,4.568888888888889,0.09981135019309886,61.982848469914394,4312,6.932475884244373,-0.06803083588601058,-23.470638380673652,1290,3.7283236994219653,NFC South
TB,2009,244,400,3,13,0,-0.2087291082931213,-114.59228045292359,2977,5.373646209386282,-0.13315430901317046,-53.26172360526819,1634,4.085,0.06514515204703772,32.70286632761294,3318,6.596421471172962,0.0014813705580807041,0.761424466853482,2550,4.951456310679611,NFC South
TB,2010,341,318,10,6,0,0.10198150058939122,53.234343307662215,3361,6.438697318007663,-0.040609668019592676,-17.13727990426811,2012,4.756501182033097,0.0065807781921867385,3.5536202237808387,3233,5.943014705882353,-0.03448864732971757,-14.89909564643799,2118,4.891454965357967,NFC South
TB,2011,287,494,4,12,0,-0.10261186836807919,-62.69585157289638,3650,5.934959349593496,-0.10510715009034048,-35.42110958044474,1467,4.353115727002967,0.1740262943646873,87.01314718234364,3814,7.612774451097804,0.06873819305624003,33.063070860051454,2515,5.217842323651452,NFC South
TB,2012,389,394,7,9,0,0.07456695325194604,43.84536851214427,3989,6.761016949152542,0.0029535156338548287,1.2020808629789153,1857,4.551470588235294,0.09721887879811021,63.19227121877164,4753,7.301075268817204,-0.11984068315488362,-43.861690034687406,1347,3.670299727520436,NFC South
TB,2013,288,389,4,12,0,-0.09942944214494595,-55.08391094830006,2820,5.081081081081081,-0.10253321175218814,-42.03861681839714,1645,4.002433090024331,0.07257823393657369,41.58732804565672,3803,6.636998254799302,-0.07474184006419993,-30.79363810645037,1788,4.308433734939759,NFC South
TB,2014,277,410,2,14,0,-0.07729266669095101,-44.288698013914924,3297,5.723958333333333,-0.10456972618065258,-36.80854361558971,1375,3.895184135977337,0.15610041684902073,92.56754719146929,4092,6.877310924369748,-0.08328176827768435,-37.72664102979101,1825,4.0198237885462555,NFC South
TB,2015,342,417,6,10,0,0.10228953926169496,56.46382567245562,3854,6.944144144144144,-0.049897575618078574,-22.05472842319073,2177,4.914221218961625,0.1677858051699128,96.47683797269984,3840,6.655112651646447,-0.09089041563389179,-40.537125372715735,1628,3.6502242152466366,NFC South
TB,2016,354,369,9,7,0,0.10980036959922652,67.63702767312354,3931,6.371150729335494,-0.11779973214703206,-51.360683216105976,1639,3.7505720823798625,0.04179104608315255,24.322388820394785,4018,6.868376068376068,0.03607844860571157,15.008634619976013,1886,4.522781774580336,NFC South
TB,2017,335,382,5,11,0,0.0937074902897023,59.78537880483006,4370,6.806853582554517,-0.1338711049448725,-51.674246508720785,1455,3.7694300518134716,0.17038742341842145,96.26889423140813,4169,7.35273368606702,-0.03295774445175075,-14.03999913644582,1896,4.450704225352113,NFC South
TB,2018,396,464,5,11,0,0.1380575092212366,91.80824363212234,5127,7.698198198198198,-0.057714839272643016,-21.8739240843317,1532,4.031578947368421,0.18721480416286082,106.15079396034209,4153,7.298769771528998,0.019388951554215137,7.852525379457131,2009,4.9604938271604935,NFC South
HOU,2009,388,333,9,7,0,0.14171611407665602,87.01369404306679,4652,7.576547231270358,-0.14478130256169477,-58.636427537486384,1497,3.696296296296296,6.631965645711611e-4,0.3780220418055618,3487,6.117543859649123,-0.09949098665795394,-38.30402986331227,1725,4.457364341085271,AFC South
HOU,2010,390,427,6,10,0,0.1348153453249235,80.75439184962917,4145,6.896838602329451,0.036077229590147995,14.93597305032127,2050,4.951690821256038,0.26038887005858424,149.20282254356877,4280,7.456445993031359,-0.02554916392433801,-10.679550520373287,1772,4.239234449760765,AFC South
HOU,2011,381,278,10,6,0,0.1449310843286307,71.16116240535767,3506,7.1115618661257605,-0.05794658980856241,-30.943478957772324,2464,4.614232209737827,-0.15995972301656683,-92.61667962659219,3039,5.230636833046471,-0.08933225349733226,-33.05293379401294,1543,4.159029649595688,AFC South
HOU,2012,416,331,12,4,0,0.11532998652193095,67.00672216924188,3830,6.592082616179002,-0.024467467195246503,-12.013526392866032,2213,4.497967479674797,-0.06664806429617871,-40.921911477853726,3609,5.839805825242719,-0.14976481969448582,-57.06039630359909,1576,4.12565445026178,AFC South
HOU,2013,276,428,2,14,0,-0.1153342437860356,-76.8126063614997,3813,5.699551569506727,-0.06933567079891366,-28.4276250275546,1746,4.217391304347826,0.1324218997239686,68.06485645811985,3125,6.07976653696498,-0.09716497324157074,-42.55825827980799,1975,4.5091324200913245,AFC South
HOU,2014,372,307,9,7,0,0.06536308690424343,33.20444814735566,3340,6.549019607843137,-0.06344702167908814,-33.75381553327489,2186,4.109022556390977,-0.09101749944579032,-59.343409638655295,3897,5.967840735068913,-0.1418721380793041,-57.60008806019746,1689,4.14987714987715,AFC South
HOU,2015,339,313,9,7,0,0.03491492704744044,22.694702580836285,3835,5.881901840490798,-0.1153588463850538,-52.25755741242937,1756,3.876379690949227,-0.08875276188588048,-52.63038779832713,3367,5.658823529411765,-0.0686229571434708,-25.664985971658076,1610,4.304812834224599,AFC South
HOU,2016,279,328,9,7,0,-0.10732535947323639,-65.03916784078126,3176,5.223684210526316,-0.06739717584700734,-29.722154548530238,1876,4.225225225225225,-0.03567512160788088,-19.72834224915813,3228,5.8267148014440435,-0.1293602250087178,-50.191767303382505,1604,4.1340206185567014,AFC South
HOU,2017,338,436,4,12,0,-0.0758040078434533,-43.35989248645529,3278,5.690972222222222,-0.04243987179261362,-18.928182819505675,1847,4.141255605381166,0.09330259983799442,49.17047011462306,3801,7.185255198487713,-0.06208967053988884,-25.953482285673537,1769,4.221957040572792,AFC South
HOU,2018,402,316,11,5,0,0.10023259610577186,56.23048641533801,3781,6.715808170515098,-0.05207377040850302,-24.058081928728395,2031,4.396103896103896,0.048528949096492247,30.621766879886607,4169,6.58609794628752,-0.14819010185651701,-56.31223870547647,1328,3.4947368421052634,AFC South
IND,2009,416,307,14,2,0,0.26454681442761263,161.37355680084372,4515,7.401639344262295,-0.08546192336419245,-29.99713510083155,1311,3.7244318181818183,0.0022737858670070026,1.3847355930072645,3405,5.563725490196078,-0.028030847202669074,-12.866158866025106,2033,4.40997830802603,AFC South
IND,2010,435,388,10,6,0,0.16888380790079205,117.20536268314967,4609,6.641210374639769,-0.057669025045041275,-21.7988914670256,1498,3.962962962962963,0.04290554258400888,23.898387219292946,3435,6.133928571428571,-0.015611827150203532,-6.7755329831883335,2042,4.7050691244239635,AFC South
IND,2011,243,430,2,14,0,-0.13629744327007606,-76.46286567451267,2995,5.319715808170515,-0.10929593972321007,-40.87668145648057,1601,4.269333333333333,0.1599068515983992,82.83174912797078,3636,7.005780346820809,-0.03025539354502983,-15.73280464341551,2322,4.4653846153846155,AFC South
IND,2012,357,387,11,5,0,0.03068625427396896,20.099496549449672,4128,6.27355623100304,0.0020350639721328652,0.8547268682958036,1688,4,0.12051095590911115,68.0886900886478,3796,6.6948853615520285,0.041253553650113864,17.285238979397707,2201,5.252983293556086,AFC South
IND,2013,391,336,11,5,0,0.027589381573353926,17.077827193906078,3741,6.04361873990307,0.014910541823491856,5.800200769338332,1750,4.487179487179487,0.048018441692088736,27.466548647874756,3711,6.476439790575916,-0.023116845497825503,-10.148295173545396,2008,4.553287981859411,AFC South
IND,2014,458,369,11,5,0,0.11301621492640719,77.86817208429456,4894,7.092753623188406,-0.10973508877992805,-43.455095156851506,1620,4.090909090909091,0.01082786501188858,6.290989571907264,3673,6.310996563573883,-0.06582449999757814,-27.053869499004616,1818,4.401937046004843,AFC South
IND,2015,333,408,8,8,0,-0.0089270316037639,-5.811497574050298,3706,5.684049079754601,-0.16426856386670913,-61.764980013882635,1459,3.870026525198939,0.11821206340159057,72.7004189919782,4114,6.656957928802589,-0.060487184950436604,-26.55387419324167,1968,4.482915717539863,AFC South
IND,2016,411,392,8,8,0,0.11440854756779585,71.16211658716901,4206,6.740384615384615,-0.035210566406264895,-13.73212089844331,1647,4.21227621483376,0.1290081622280636,78.56597079689074,4200,6.851549755301795,-0.001143852026814545,-0.45525310667218893,1937,4.866834170854271,AFC South
IND,2017,263,404,4,12,0,-0.14197224654779678,-76.09712414961908,2892,5.37546468401487,-0.07262960944509214,-32.029657765285634,1672,3.7828054298642533,0.19532843303795963,105.08669697442228,3952,7.304990757855823,-0.03624774731380169,-17.072688984800596,1950,4.140127388535032,AFC South
IND,2018,433,344,10,6,0,0.16846319606663634,110.68031981578007,4465,6.765151515151516,-0.004820603834788012,-1.8559324763933847,1745,4.520725388601036,0.04597977962899922,26.39239350704555,3805,6.628919860627177,-0.06291002011453066,-25.60437818661398,1634,4.014742014742015,AFC South
CIN,2009,305,291,10,6,0,-0.025566361917945625,-12.757614597054866,2892,5.772455089820359,-0.07094552574821375,-35.11803524536581,2069,4.179797979797979,-0.0784947721344184,-45.05599920515616,3249,5.640625,-0.09817624561076953,-38.09238329697858,1580,4.061696658097686,AFC North
CIN,2010,322,395,4,12,0,0.0064441240487223056,3.9373597937693288,3784,6.152845528455285,-0.20061731764681387,-83.45680414107457,1535,3.6810551558753,0.024080223484978815,12.931080011433624,3471,6.4636871508379885,-0.05735556857175292,-22.99958299727292,1862,4.643391521197008,AFC North
CIN,2011,344,323,9,7,0,-0.03895087468753787,-21.73458807564613,3340,5.974955277280858,-0.08738141844077489,-38.88473120614483,1786,4.013483146067416,-0.04110032232609571,-23.75598630448332,3385,5.836206896551724,-0.08246002221279822,-34.05598917388566,1686,4.072463768115942,AFC North
CIN,2012,391,320,10,6,0,-0.04473718824938971,-26.03704356114481,3578,6.147766323024055,-0.017338310135698035,-7.1087071556361945,1762,4.276699029126213,-0.1110069365174438,-67.27020352957095,3393,5.5805921052631575,-0.06792827748743499,-27.986450324823213,1736,4.203389830508475,AFC North
CIN,2013,430,305,11,5,0,0.08438084541316802,51.64107739285883,4139,6.7630718954248366,-0.059761839605282724,-27.49044621843005,1770,3.839479392624729,-0.12176843257004508,-79.02771273795925,3344,5.144615384615385,-0.1346108046645662,-50.88288416320603,1550,4.078947368421052,AFC North
CIN,2014,365,344,10,5,1,-0.004196060135438185,-2.198735510969609,3423,6.52,-0.0017561568155353296,-0.8394429578258875,2162,4.51356993736952,0.029102353598883936,17.98525452411027,3888,6.260869565217392,0.003600394174319748,1.562571071654771,1868,4.304147465437788,AFC North
CIN,2015,419,279,12,4,0,0.2628436942657374,139.8328453493723,3924,7.37593984962406,-0.09656572679573691,-43.45457705808161,1824,4.035398230088496,0.011668367707449128,7.88781657023561,3989,5.866176470588235,-0.044111402308285384,-14.90965398020046,1481,4.368731563421829,AFC North
CIN,2016,325,315,6,9,1,0.0921100961256422,55.173947579259675,3942,6.559068219633944,-0.008828289002774525,-3.8403057162069185,1777,4.066361556064074,0.049850933376695744,30.857727760174665,3800,6.119162640901771,0.01582372418929815,6.345313399908559,1827,4.556109725685785,AFC North
CIN,2017,290,349,7,9,0,-0.07345780620868264,-39.814130965105996,3122,5.728440366972477,-0.13898488819243818,-49.61760508470043,1384,3.8551532033426184,-0.055626677619475984,-33.320379894066114,3379,5.641068447412354,-0.010423723586738234,-5.024234768807828,2052,4.257261410788382,AFC North
CIN,2018,368,455,6,10,0,0.012981118543001935,7.425199806597107,3292,5.715277777777778,-0.010293677260493088,-3.613080718433074,1688,4.781869688385269,0.17290125955617583,105.81557084837961,4418,7.183739837398374,0.07616079666644485,34.27235849990018,2216,4.913525498891352,AFC North
CAR,2009,315,308,8,8,0,-0.12649416310143893,-62.10863408280651,2801,5.658585858585859,-0.0034365078214504564,-1.7594920045826337,2514,4.91015625,-0.14326826114606345,-74.64276405709906,3056,5.854406130268199,-0.03370500762880117,-14.830203356672515,2007,4.5613636363636365,NFC South
CAR,2010,196,408,2,14,0,-0.30819089625592355,-161.49202963810393,2289,4.343453510436433,-0.21210816636410185,-90.14597070474329,1848,4.338028169014085,-0.026857505838173392,-14.825343222671712,3393,6.135623869801085,-0.08015553147594862,-39.11589936026292,1996,4.090163934426229,NFC South
CAR,2011,406,429,6,10,0,0.05144862917719077,28.348194676632115,3830,6.925858951175407,0.19312646178862708,83.81688441626414,2415,5.551724137931035,0.16851053744035546,87.45696893154448,3949,7.594230769230769,0.03344819916965362,14.616863037138632,2107,4.821510297482837,NFC South
CAR,2012,357,363,7,9,0,0.09094036228469876,47.28898838804335,3683,7.028625954198473,0.018146578355713924,8.202253416782694,2085,4.6128318584070795,0.05558185392773009,32.90445752521621,3570,6.020236087689713,-0.03516368093931826,-14.276454461363214,1774,4.358722358722359,NFC South
CAR,2013,366,241,12,4,0,0.0398142892309352,20.345101797007885,3041,5.939453125,0.045318051936326674,21.11821220232823,2035,4.357601713062098,-0.06393515922514387,-39.19225260501319,3431,5.551779935275081,-0.1534764943143435,-52.18200806687678,1402,4.1235294117647054,NFC South
CAR,2014,339,374,7,8,1,0.05601256759148917,32.76735204102116,3513,5.994880546075085,-0.03102800922649274,-14.459052299545618,2033,4.353319057815845,0.04396565673679343,25.98370313144492,3645,6.146711635750422,-0.007207296101618292,-2.760394406919806,1802,4.692708333333333,NFC South
CAR,2015,500,308,15,1,0,0.1294476273922527,68.73669014528619,3589,6.75894538606403,0.051071036194705315,25.893015350715594,2299,4.5166994106090375,-0.08946227159540371,-60.74488241327912,3754,5.496339677891655,-0.12012900357902782,-43.366570292029046,1420,3.9226519337016574,NFC South
CAR,2016,369,402,6,10,0,-0.04284769925147625,-25.49438105462837,3689,6.189597315436242,-0.06755267733671742,-30.128494092175973,1819,4.060267857142857,0.06627297015944848,43.6076143649171,4295,6.497730711043873,-0.061926912640005376,-22.47946928832195,1485,4.079670329670329,NFC South
