pitch_type,batted_ball_type,hit_x,hit_y,exit_velocity,launch_angle,outcome,batter_stand,hit_distance,player
FF,line_drive,65.39,77.45000000000002,92.3,15,triple,R,242,trout
FF,fly_ball,-107.26,147.47000000000003,110.3,26,home_run,R,429,trout
FF,fly_ball,49.980000000000004,90.80000000000001,80,46,field_out,R,248,trout
SI,line_drive,-89.48,98.45000000000002,112.1,19,double,R,346,trout
SI,line_drive,-70.76,128.86,108.9,16,field_out,R,349,trout
FF,ground_ball,-9.260000000000005,53.630000000000024,83,-11,field_out,R,15,trout
FF,fly_ball,-117.57000000000001,124.43,106.9,25,home_run,R,403,trout
FT,fly_ball,76.16000000000001,94.93,94.3,49,field_out,R,288,trout
FF,fly_ball,-12.040000000000006,123.08000000000001,102.2,51,field_out,R,296,trout
CU,fly_ball,-52.2,166.60000000000002,107.7,25,home_run,R,413,trout
FF,fly_ball,56.61999999999999,118.18,89.7,36,field_out,R,312,trout
FF,popup,21.89999999999999,-0.8799999999999955,80,69,field_out,R,NA,trout
FF,line_drive,-71.22,76.93,96.1,14,single,R,198,trout
FF,line_drive,8.559999999999988,61.84,55,26,field_out,R,156,trout
SI,ground_ball,-21.230000000000004,26.30000000000001,106,-2,field_out,R,32,trout
FT,line_drive,-28.960000000000008,67.19,65.1,20,single,R,180,trout
SI,ground_ball,-50.629999999999995,83.08000000000001,99,6,single,R,114,trout
FC,line_drive,31.070000000000007,89.57000000000001,75.6,14,single,R,175,trout
SL,fly_ball,NA,NA,111.9,24,home_run,R,427,trout
FF,line_drive,-1.960000000000008,102.54,82.4,17,single,R,248,trout
FF,line_drive,-28.269999999999996,36.370000000000005,107.1,9,field_out,R,161,trout
CH,fly_ball,-71.55000000000001,172.14000000000001,114.4,20,home_run,R,440,trout
FC,fly_ball,33.91000000000001,143.46,103.4,42,field_out,R,350,trout
CH,fly_ball,47.719999999999985,148.78,103.9,37,field_out,R,369,trout
SL,line_drive,-92.71000000000001,90.68,106.7,5,double,R,115,trout
FF,fly_ball,48.239999999999995,61.05000000000001,62.4,32,single,R,189,trout
FF,fly_ball,78.58999999999999,108.35000000000001,99.6,46,field_out,R,316,trout
FT,ground_ball,-13.379999999999995,30.939999999999998,88.1,-18,field_out,R,8,trout
FC,fly_ball,61.86,122.79,97.3,44,field_out,R,326,trout
FF,ground_ball,-27.310000000000002,32.150000000000006,103.9,7,field_out,R,121,trout
CH,line_drive,-55.019999999999996,114.62,94.7,25,double,R,331,trout
FT,line_drive,-17.97,54.91,111.7,6,field_out,R,154,trout
SL,fly_ball,-4.6000000000000085,163.77,108.3,38,home_run,R,NA,trout
FF,fly_ball,36.519999999999996,89.07000000000001,80.5,48,field_out,R,232,trout
CH,fly_ball,48.07000000000001,90.65,91.7,55,field_out,R,246,trout
SL,ground_ball,-20.769999999999996,31.22,70.7,1,field_out,R,32,trout
CU,line_drive,-95.39,109.63000000000001,98.3,24,double,R,343,trout
CU,ground_ball,5.779999999999987,12.159999999999997,60.3,-67,field_out,R,1,trout
FF,ground_ball,-25.72,27.909999999999997,93,7,field_out,R,105,trout
FF,ground_ball,22.549999999999997,33.51000000000002,69,7,field_out,R,94,trout
CH,ground_ball,-86.47,75.30000000000001,96.6,-4,double,R,21,trout
SI,fly_ball,-53.31,132.84,97.7,34,field_out,R,376,trout
FF,fly_ball,-106.01,124.97000000000001,99.8,27,home_run,R,375,trout
FF,line_drive,-39.760000000000005,130.61,86.6,25,field_out,R,326,trout
FF,popup,28.33,-5.399999999999977,80,69,field_out,R,NA,trout
FF,fly_ball,37.08999999999999,113.92000000000002,82,35,field_out,R,287,trout
FF,line_drive,74.52999999999999,135.53,102.6,22,field_out,R,365,trout
SL,fly_ball,16.779999999999987,127.88000000000001,94,42,field_out,R,308,trout
FF,line_drive,-0.39000000000000057,96.30000000000001,77.2,19,single,R,234,trout
FF,line_drive,78.7,73.91000000000001,87.9,18,double,R,256,trout
SI,fly_ball,-17.14,149.55,90.5,31,field_out,R,358,trout
FF,fly_ball,-86.07,181.53,112.8,27,home_run,R,473,trout
SL,ground_ball,-24.540000000000006,129.34,109.6,6,single,R,140,trout
FT,fly_ball,20.279999999999987,142.06,104.6,40,field_out,R,359,trout
FF,line_drive,35.42,139.93,93.4,24,double,R,343,trout
FF,popup,45.969999999999985,19.78,80,69,field_out,R,NA,trout
FF,line_drive,-51.620000000000005,100.26,90.9,19,single,R,270,trout
FT,ground_ball,-20.210000000000008,42.73000000000002,84.6,2,grounded_into_double_play,R,48,trout
CU,ground_ball,-29.739999999999995,32.400000000000006,104.1,-1,field_out,R,30,trout
CU,line_drive,-3.030000000000001,127.76,95.3,15,single,R,266,trout
CU,ground_ball,-26.510000000000005,102.15,100.9,3,single,R,81,trout
FF,line_drive,64.44000000000001,71.50000000000001,85.4,18,single,R,230,trout
FT,ground_ball,-10.159999999999997,50.670000000000016,114.6,-12,field_out,R,8,trout
CH,fly_ball,-4.400000000000006,179.83,106.2,27,home_run,R,426,trout
CH,ground_ball,10.11999999999999,9.090000000000003,34.1,-4,force_out,R,41,trout
CH,ground_ball,-27.290000000000006,31.830000000000013,79.6,-11,force_out,R,11,trout
FF,popup,14.86999999999999,32.33000000000001,80,69,field_out,R,NA,trout
FF,ground_ball,-23.730000000000004,43,79.8,-2,force_out,R,30,trout
SL,line_drive,-35.41,152.72000000000003,108.5,16,double,R,365,trout
FF,fly_ball,-43.540000000000006,160.85000000000002,106.7,38,home_run,R,391,trout
SL,line_drive,33.269999999999996,160.01000000000002,104.4,22,sac_fly,R,387,trout
FF,ground_ball,-25.78,21.26000000000002,52.2,13,field_error,R,86,trout
FF,fly_ball,-52.629999999999995,84.63000000000001,84,50,field_out,R,240,trout
SL,fly_ball,49.959999999999994,108.92000000000002,93.8,43,field_out,R,285,trout
FT,line_drive,-83.12,113.36000000000001,115.3,16,double,R,333,trout
SL,fly_ball,73.92,95.75000000000001,93,42,field_out,R,300,trout
SL,ground_ball,18.190000000000012,21.25,64.3,-64,field_out,R,1,trout
NA,ground_ball,-17.08,41.150000000000006,84,-13,field_out,R,NA,trout
NA,popup,60.45,43.57000000000002,75,60,field_out,R,NA,trout
NA,line_drive,-12.239999999999995,34.49000000000001,91,18,field_out,R,NA,trout
NA,fly_ball,-40.10000000000001,108.38000000000001,89,38,field_out,R,NA,trout
NA,ground_ball,-23.75,44.18000000000001,84,-13,field_out,R,NA,trout
SL,fly_ball,-42.58,159.45000000000002,103.2,33,home_run,R,392,trout
CH,ground_ball,-54.91,76.85000000000001,101.9,5,single,R,98,trout
CH,ground_ball,-24.400000000000006,30.01000000000002,82.9,-21,field_out,R,NA,trout
FT,ground_ball,-14.710000000000008,37.28,73.4,-43,field_out,R,3,trout
SL,popup,-46.71000000000001,72.64000000000001,75.3,53,field_out,R,208,trout
FT,ground_ball,-96.23,79.39000000000001,106.4,-3,double,R,23,trout
FC,fly_ball,75.92,86.27000000000001,83.9,31,field_out,R,272,trout
FT,ground_ball,-42.32000000000001,83.63000000000001,112.2,3,single,R,78,trout
FF,line_drive,-53.870000000000005,107.46000000000001,94.3,18,field_out,R,287,trout
FC,popup,31.85000000000001,43.93000000000001,77.1,67,field_out,R,133,trout
FF,ground_ball,-5.8500000000000085,56.120000000000005,72.4,10,grounded_into_double_play,R,119,trout
FF,fly_ball,12.980000000000004,147.24,98.5,29,field_out,R,351,trout
FF,line_drive,-15.64,116.83000000000001,89,17,single,R,248,trout
SL,line_drive,-44.650000000000006,91.95000000000002,84.1,15,single,R,201,trout
FF,fly_ball,-52.22,99.59,79.2,35,field_out,R,270,trout
SL,line_drive,-30.950000000000003,34.630000000000024,103.7,10,field_out,R,164,trout
SL,line_drive,88.01,90.18,92.4,21,double,R,297,trout
FF,ground_ball,-16.230000000000004,54.94,116.6,5,field_out,R,108,trout
NA,line_drive,7.6000000000000085,143.44,91,18,field_out,R,NA,trout
FF,ground_ball,-25.760000000000005,31.830000000000013,97.2,-7,force_out,R,18,trout
SL,fly_ball,2.8200000000000074,132.74,96,45,field_out,R,316,trout
FF,fly_ball,53.480000000000004,62.30000000000001,71.4,36,single,R,NA,trout
FF,ground_ball,21.510000000000005,30.090000000000003,54.7,-6,field_out,R,19,trout
SL,fly_ball,45.33999999999999,112.01,85.6,38,field_out,R,288,trout
FF,line_drive,11.149999999999991,127.84,103.1,12,single,R,253,trout
FC,ground_ball,-5,44.44,62.1,1,field_out,R,40,trout
FC,fly_ball,78.24,94.74000000000001,86.1,31,field_out,R,291,trout
CH,popup,-49.72,62.390000000000015,86.4,62,field_out,R,193,trout
FT,ground_ball,-12.879999999999995,48.05000000000001,75.5,-18,grounded_into_double_play,R,9,trout
FT,fly_ball,-2.549999999999997,92.64000000000001,67.2,32,single,R,226,trout
FT,ground_ball,-6.1299999999999955,54.56,92.4,-5,field_out,R,23,trout
FF,fly_ball,78.14,101.80000000000001,92.9,42,field_out,R,313,trout
SI,line_drive,15.600000000000009,133.23000000000002,112.3,13,double,R,320,trout
FC,line_drive,64.52,142.78,103.9,20,double,R,370,trout
FF,ground_ball,-11.820000000000007,36.54000000000002,59.4,-12,field_out,R,13,trout
CH,fly_ball,-28.129999999999995,164.19,109.2,29,home_run,R,428,trout
FF,ground_ball,0.1700000000000017,17.210000000000008,55.4,-18,field_out,R,9,trout
CH,line_drive,-17.120000000000005,48.20000000000002,112.9,8,field_out,R,151,trout
FF,line_drive,53.27999999999999,125.97000000000001,96.7,22,field_out,R,325,trout
FF,line_drive,20.709999999999994,102.27000000000001,77,23,single,R,252,trout
CU,fly_ball,10.64,158.01000000000002,98.7,25,field_out,R,375,trout
SI,ground_ball,-28.400000000000006,31.689999999999998,101.9,0,field_out,R,32,trout
SI,fly_ball,-38.400000000000006,125.42000000000002,85.6,36,field_out,R,313,trout
FF,ground_ball,-2.480000000000004,53.09,69.4,-22,field_out,R,7,trout
CU,line_drive,37.55999999999999,119.33000000000001,99.8,12,single,R,250,trout
FF,ground_ball,22.959999999999994,51.27000000000001,113.5,0,field_out,R,53,trout
CH,popup,-0.6599999999999966,77.92000000000002,91,60,field_out,R,213,trout
CH,ground_ball,18.11,17.960000000000008,90.3,-17,single,R,NA,trout
FF,line_drive,-24.060000000000002,56.880000000000024,56.6,22,field_out,R,154,trout
SI,ground_ball,-8.870000000000005,61.360000000000014,79.6,5,field_out,R,77,trout
CU,line_drive,NA,NA,83.5,21,field_out,R,290,trout
FF,ground_ball,3.700000000000003,12.920000000000016,107.7,-2,single,R,30,trout
FF,ground_ball,72.74999999999999,81.36000000000001,97.6,-24,single,R,4,trout
SL,line_drive,47.07000000000001,113.75000000000001,86.9,22,field_out,R,294,trout
SI,line_drive,-68.46000000000001,165.13,112.9,20,home_run,R,422,trout
CU,ground_ball,-15.460000000000008,29.880000000000024,82.9,-21,field_out,R,NA,trout
FF,fly_ball,-118.14,154.86,108.6,33,home_run,R,458,trout
FC,fly_ball,39.519999999999996,160.31,103.6,32,home_run,R,391,trout
FF,fly_ball,31.010000000000005,161.26000000000002,102.5,30,home_run,R,389,trout
FF,ground_ball,4.260000000000005,44.26000000000002,74.4,-11,grounded_into_double_play,R,14,trout
FF,fly_ball,83.46,96.67000000000002,89.7,39,field_out,R,301,trout
CH,fly_ball,-6.210000000000008,178.17000000000002,110.8,29,home_run,R,422,trout
SI,ground_ball,-12.659999999999997,58.34,108.9,-9,single,R,8,trout
FC,ground_ball,0.06999999999999318,-4.6299999999999955,82.9,-21,field_out,R,NA,trout
CH,fly_ball,45.19000000000001,71.42000000000002,92.2,60,field_out,R,214,trout
FC,line_drive,-47.379999999999995,91.19000000000001,81.1,18,single,R,205,trout
SI,fly_ball,28.029999999999987,119.10000000000001,85.4,36,field_out,R,292,trout
CH,ground_ball,-21.230000000000004,32.890000000000015,89.9,4,field_error,R,77,trout
FS,ground_ball,-26.019999999999996,30.939999999999998,99.2,-6,field_out,R,16,trout
CU,fly_ball,63.749999999999986,129.13,102,40,sac_fly,R,341,trout
SL,popup,25.320000000000007,65.21000000000001,59.8,31,field_out,R,172,trout
SI,line_drive,-23.28,153.37,106.7,17,double,R,369,trout
SI,ground_ball,26.070000000000007,44.26000000000002,97.9,-33,field_out,R,3,trout
FF,line_drive,62.239999999999995,144.93,101.2,23,double,R,372,trout
FF,ground_ball,-30.10000000000001,45.21000000000001,92.8,9,single,R,136,trout
FF,fly_ball,4.489999999999995,173.84,106.3,34,field_out,R,411,trout
FF,popup,47.11999999999999,23.409999999999997,80,69,field_out,R,NA,trout
FF,line_drive,-21.090000000000003,121.13000000000001,110.1,9,single,R,237,trout
SL,popup,56.80999999999999,39.77000000000001,80,69,field_out,R,NA,trout
FF,fly_ball,-25.89,151.33,101.6,33,field_out,R,364,trout
FF,popup,-1.8799999999999955,57.33000000000001,80,69,field_out,L,NA,yelich
SL,fly_ball,82.74,127.80000000000001,92.1,27,home_run,L,360,yelich
FF,ground_ball,-6.719999999999999,116.69000000000001,102.6,-3,single,L,25,yelich
FT,line_drive,49.67,61.81,104.5,11,double,L,190,yelich
FF,ground_ball,30.219999999999985,42.19,98.3,-7,field_out,L,23,yelich
CH,line_drive,36.489999999999995,63.60000000000002,86.9,10,single,L,122,yelich
CH,ground_ball,-17.620000000000005,42.79000000000002,69,-16,single,L,10,yelich
FF,fly_ball,-69.32,91.01,80.7,35,sac_fly,L,273,yelich
FF,line_drive,24.61999999999999,133.38,99.9,17,double,L,322,yelich
FF,ground_ball,-17.620000000000005,18.57000000000002,84,-51,single,L,2,yelich
FF,line_drive,51.57000000000001,97.69000000000001,85.9,13,single,L,169,yelich
FF,line_drive,62.08,175.52,108.1,24,home_run,L,439,yelich
FF,ground_ball,18.719999999999985,49.46000000000001,78.2,-33,field_out,L,5,yelich
CH,ground_ball,24.769999999999996,27.05000000000001,80.4,-25,grounded_into_double_play,L,7,yelich
FF,fly_ball,-23.710000000000008,99.23,74.2,25,single,L,246,yelich
FF,fly_ball,-34.44,89.98,69.5,32,single,L,233,yelich
CH,ground_ball,13.219999999999985,57.81,86.2,8,single,L,131,yelich
FT,ground_ball,-18.83,120.32000000000001,109.1,-7,single,L,19,yelich
CH,line_drive,22.35000000000001,123.95000000000002,110,5,double,L,128,yelich
CH,fly_ball,-45.95,100.28000000000002,97.1,55,field_out,L,264,yelich
FF,fly_ball,8.649999999999991,147.76000000000002,99.7,41,field_out,L,351,yelich
CH,ground_ball,18.719999999999985,44,106,-18,field_out,L,5,yelich
FF,fly_ball,87.24999999999999,117.46000000000001,100.3,44,home_run,L,345,yelich
CH,fly_ball,-48.510000000000005,114.26,92.5,25,field_out,L,325,yelich
FF,fly_ball,-28.820000000000007,159.4,99.2,25,triple,L,384,yelich
FF,ground_ball,25.989999999999995,47.640000000000015,109.3,-11,field_out,L,9,yelich
CH,ground_ball,2.319999999999993,-1.6799999999999784,57.8,-47,field_out,L,2,yelich
FT,ground_ball,-4.299999999999997,48.24000000000001,109,5,field_out,L,124,yelich
FT,ground_ball,-18.83,28.860000000000014,91.2,-10,field_out,L,12,yelich
FF,popup,-29.129999999999995,11.900000000000006,80,69,field_out,L,NA,yelich
FC,line_drive,34.730000000000004,116.36000000000001,99.1,13,triple,L,240,yelich
FF,line_drive,-7.939999999999998,55.28,60,18,field_out,L,141,yelich
FF,fly_ball,76.05,118.16000000000001,89.9,38,field_out,L,330,yelich
FF,ground_ball,-14.590000000000003,50.670000000000016,108.2,-3,field_out,L,30,yelich
NA,fly_ball,-54.57000000000001,94.28000000000002,89.2,39,field_out,L,NA,yelich
NA,fly_ball,37.749999999999986,119.07000000000001,89.2,39,sac_fly,L,NA,yelich
NA,ground_ball,22.64999999999999,50.76000000000002,82.9,-21,field_out,L,NA,yelich
SL,line_drive,7.309999999999988,63.57000000000002,93,10,field_out,L,159,yelich
FF,line_drive,-117.46000000000001,107.16000000000001,104.2,27,home_run,L,374,yelich
SL,fly_ball,-31.47,115.13000000000001,90.9,50,field_out,L,280,yelich
CH,line_drive,8.61,118.63000000000001,102.8,8,single,L,213,yelich
SL,fly_ball,-53.879999999999995,93.32000000000001,94.7,53,field_out,L,272,yelich
CU,fly_ball,-10.269999999999996,108.46000000000001,93.7,50,field_out,L,276,yelich
SL,ground_ball,31.519999999999996,33.360000000000014,82.7,-13,field_out,L,13,yelich
CH,ground_ball,-16.939999999999998,94.53000000000002,98.2,-9,single,L,11,yelich
FF,ground_ball,3.660000000000011,17.01000000000002,72.9,-8,field_out,L,19,yelich
FF,fly_ball,106.49999999999999,113.91000000000001,97.9,38,home_run,L,366,yelich
SL,ground_ball,34.55,32.150000000000006,82.9,-21,field_out,L,NA,yelich
SL,ground_ball,-12.579999999999998,45.22,71.4,-25,field_out,L,5,yelich
CH,ground_ball,24.969999999999985,38.55000000000001,80,1,field_out,L,48,yelich
FF,fly_ball,-13.079999999999998,168.23000000000002,108.6,35,home_run,L,408,yelich
SL,ground_ball,-6.519999999999996,55.51000000000002,86.9,-2,field_out,L,34,yelich
FF,ground_ball,-11.629999999999995,54.24000000000001,97.7,-11,field_out,L,14,yelich
FS,ground_ball,28.61,45.82000000000002,75.3,-17,field_out,L,7,yelich
SL,fly_ball,-34.489999999999995,138.78,99,41,field_out,L,339,yelich
FF,ground_ball,2.1400000000000006,57.59,107.7,-8,field_out,L,17,yelich
FF,ground_ball,26.219999999999985,44.26000000000002,86.9,-9,field_out,L,11,yelich
FF,line_drive,30.14,128.5,105.1,10,double,L,272,yelich
SL,fly_ball,51.749999999999986,161.58,102.7,30,home_run,L,401,yelich
FF,popup,-12.850000000000009,17.680000000000007,80,69,field_out,L,NA,yelich
FT,fly_ball,40.02999999999999,176.88,108.2,28,home_run,L,428,yelich
FF,line_drive,-47.92,67.06,79.9,15,single,L,200,yelich
CH,ground_ball,29.309999999999988,41.04000000000002,89.8,-8,single,L,15,yelich
SL,ground_ball,26.769999999999996,48.66,107.6,8,field_out,L,132,yelich
FF,fly_ball,10.219999999999985,153.99,106.8,42,field_out,L,365,yelich
CU,fly_ball,4.700000000000003,161.44,103.8,34,field_out,L,381,yelich
FT,fly_ball,-56.53,129.62,98.5,33,field_out,L,336,yelich
KC,fly_ball,-52.47,93.87,85.1,30,field_out,L,293,yelich
FF,fly_ball,-98.93,101.9,97.9,33,double,L,335,yelich
SI,ground_ball,5.209999999999994,96.03000000000002,95.5,-4,single,L,24,yelich
CH,ground_ball,32.459999999999994,28.80000000000001,104.5,-6,field_out,L,19,yelich
SI,fly_ball,-79.52000000000001,106.11000000000001,101.7,26,field_error,L,314,yelich
SI,ground_ball,27.61999999999999,28.80000000000001,82.9,-21,grounded_into_double_play,L,NA,yelich
FC,line_drive,14.11999999999999,113.58000000000001,79.8,27,field_out,L,273,yelich
FC,ground_ball,27.200000000000003,27.650000000000006,82.9,-21,field_out,L,NA,yelich
FC,ground_ball,22.35000000000001,39.16,74.6,-24,grounded_into_double_play,L,7,yelich
SI,line_drive,-33.94,114.18,111.5,10,double,L,237,yelich
SI,ground_ball,24.17,50.670000000000016,114.2,0,grounded_into_double_play,L,38,yelich
FC,ground_ball,72.71,99.99000000000001,113.1,3,single,L,75,yelich
SI,ground_ball,29.239999999999995,51.16,101.7,-1,field_out,L,41,yelich
CH,line_drive,6.200000000000003,132.20000000000002,112.2,10,single,L,230,yelich
KC,fly_ball,43.499999999999986,172.21,111.9,22,home_run,L,420,yelich
FF,ground_ball,58.08999999999999,93.06000000000002,107.5,-2,single,L,42,yelich
SL,ground_ball,-13.379999999999995,17.960000000000008,42.7,6,single,L,35,yelich
CH,ground_ball,29.010000000000005,45.22,87.6,5,field_out,L,81,yelich
FF,ground_ball,18.11,51.880000000000024,92.6,2,grounded_into_double_play,L,50,yelich
CH,fly_ball,NA,NA,110.5,34,home_run,L,440,yelich
FF,fly_ball,7.450000000000003,146.69,94.9,34,field_out,L,348,yelich
FF,line_drive,6.339999999999989,135.69,94.5,18,field_out,L,324,yelich
CU,ground_ball,49.92,85.67000000000002,96.2,8,single,L,139,yelich
SI,ground_ball,8.779999999999987,18.110000000000014,111.2,-16,field_out,L,7,yelich
SI,ground_ball,9.790000000000006,3.380000000000024,80.8,-69,single,L,1,yelich
CH,line_drive,58.05,150.69,101.4,24,home_run,L,398,yelich
CH,line_drive,9.249999999999986,122.74000000000001,108.6,6,single,L,132,yelich
CU,popup,-4.430000000000007,14.550000000000011,85.6,74,field_out,L,73,yelich
CH,line_drive,7.760000000000005,56.72,94.1,7,single,L,142,yelich
FF,ground_ball,25.029999999999987,46.05000000000001,74.5,-24,field_out,L,5,yelich
SL,ground_ball,12.83999999999999,52.650000000000006,80.4,-12,single,L,11,yelich
FT,ground_ball,-6.680000000000007,58.05000000000001,104,4,field_out,L,106,yelich
SL,ground_ball,21.989999999999995,30.30000000000001,65.5,-41,field_out,L,3,yelich
FF,ground_ball,5.730000000000004,40.46000000000001,76.8,-11,field_out,L,14,yelich
CH,fly_ball,29.89,156.73000000000002,103.1,37,field_out,L,376,yelich
FF,ground_ball,29.61999999999999,28.860000000000014,63.1,-56,field_out,L,1,yelich
CU,fly_ball,76.58,161.57,109.3,22,home_run,L,421,yelich
CH,fly_ball,-59.790000000000006,151.41000000000003,104.1,26,home_run,L,386,yelich
CH,fly_ball,-28.86,130.65,89.4,35,field_out,L,318,yelich
