team,season,points_scored,points_allowed,wins,losses,ties,off_total_yards_gained,off_n_pass_touchdowns,off_n_run_touchdowns,off_n_touchdowns,off_pass_or_run_plays,off_n_sacks_allowed,off_n_qb_hits_allowed,off_n_fumbles_lost,off_n_tackled_for_loss,off_n_interceptions_thrown,def_total_yards_allowed,def_n_pass_touchdowns,def_n_run_touchdowns,def_n_touchdowns,def_pass_or_run_plays,def_n_sacks,def_n_qb_hits,def_n_fumbles_forced,def_n_tackles_for_loss,def_n_interceptions,off_pass_completion_perc,off_pass_plays,off_pass_total_yards_gained,off_run_plays,off_run_total_yards_gained,def_pass_completion_perc,def_pass_plays,def_pass_total_yards_gained,def_run_plays,def_run_total_yards_gained,score_differential,division
KC,2010,366,326,10,6,0,5604,27,13,40,1048,32,70,5,41,8,5293,23,11,34,1009,39,75,7,26,13,0.548,500,2968,548,2636,0.5212418300653595,612,3519,397,1774,40,AFC West
KC,2011,212,338,7,9,0,4984,13,5,18,1001,34,69,6,53,17,5337,23,14,37,977,29,60,7,39,17,0.5714285714285714,525,3086,476,1898,0.5355648535564853,478,3217,499,2120,-126,AFC West
KC,2012,211,425,2,14,0,5117,8,9,17,1002,39,81,15,54,19,5724,29,11,40,953,27,50,3,41,6,0.5404339250493096,507,2713,495,2404,0.5728952772073922,487,3533,466,2191,-214,AFC West
KC,2013,430,305,11,5,0,5413,24,17,41,1004,40,71,9,28,9,5893,25,9,34,1055,47,70,11,29,20,0.5731497418244407,581,3340,423,2073,0.526813880126183,634,3962,421,1931,125,AFC West
KC,2014,353,281,9,7,0,5111,19,17,36,955,49,75,10,36,6,5304,22,4,26,1008,46,77,6,34,5,0.5893186003683242,543,3202,412,1909,0.5408163265306123,588,3254,420,2050,72,AFC West
KC,2015,405,287,11,5,0,5315,20,19,39,941,45,70,6,39,6,5282,25,7,32,1032,47,73,6,32,22,0.5984555984555985,518,3260,423,2055,0.5344563552833078,653,3700,379,1582,118,AFC West
KC,2016,389,311,12,4,0,5511,19,15,34,969,32,65,8,43,8,5909,23,10,33,1054,28,71,11,38,17,0.6325823223570191,577,3742,392,1769,0.5591054313099042,626,3960,428,1949,78,AFC West
KC,2017,415,339,10,6,0,5987,26,12,38,975,37,79,3,36,6,5860,23,15,38,1035,31,66,8,49,16,0.6280276816608996,578,4104,397,1883,0.5416666666666666,600,3954,435,1906,76,AFC West
KC,2018,565,421,12,4,0,6824,50,16,66,982,26,101,6,34,11,6506,30,19,49,1110,52,101,11,29,14,0.6353135313531353,606,4955,376,1869,0.5884057971014492,690,4382,420,2124,144,AFC West
JAX,2009,290,380,7,9,0,5407,15,19,34,991,44,118,12,34,10,5656,28,12,40,969,14,45,9,36,15,0.5645161290322581,558,3361,433,2046,0.6546489563567363,527,3776,442,1880,-90,AFC South
JAX,2010,353,419,8,8,0,5461,26,14,40,1007,37,103,9,31,20,5947,28,19,47,938,26,66,4,43,13,0.5785288270377733,503,3067,504,2394,0.6212121212121212,528,3993,410,1954,-66,AFC South
JAX,2011,243,329,5,11,0,4164,12,9,21,985,44,70,7,44,14,5031,21,14,35,957,31,59,9,35,16,0.47058823529411764,510,2179,475,1985,0.6048237476808905,539,3343,418,1688,-86,AFC South
JAX,2012,255,444,2,14,0,4806,20,5,25,988,51,100,8,26,15,6095,21,19,40,1080,20,58,10,42,12,0.5165876777251185,633,3430,355,1376,0.6166365280289331,553,3834,527,2261,-189,AFC South
JAX,2013,247,449,4,12,0,4390,16,7,23,1011,51,95,6,48,20,5651,29,20,49,1067,31,69,10,39,11,0.5478806907378336,637,3239,374,1151,0.6120689655172413,580,3623,487,2028,-202,AFC South
JAX,2014,249,412,3,13,0,4638,15,9,24,986,71,112,7,32,16,5949,24,15,39,1063,46,66,13,46,6,0.517515923566879,628,3002,358,1636,0.6089193825042881,583,3895,480,2054,-163,AFC South
JAX,2015,376,448,5,11,0,5576,35,5,40,1007,51,80,9,30,17,6025,29,15,44,1079,36,64,8,55,9,0.5386949924127465,659,4110,348,1466,0.6141732283464567,635,4291,444,1734,-72,AFC South
JAX,2016,318,400,3,13,0,5370,24,8,32,1045,34,72,10,43,15,5166,20,18,38,1010,33,70,4,52,7,0.560790273556231,658,3730,387,1640,0.5989583333333334,576,3444,434,1722,-82,AFC South
JAX,2017,417,268,10,6,0,5906,21,18,39,1066,24,72,7,43,13,4591,17,9,26,974,55,89,11,44,18,0.5703971119133574,554,3599,512,2307,0.5197841726618705,556,2720,418,1871,149,AFC South
JAX,2018,245,316,5,11,0,4838,15,7,22,997,53,106,15,35,11,5002,17,16,33,952,37,90,4,43,10,0.5604770017035775,587,3109,410,1729,0.5853658536585366,533,3113,419,1889,-71,AFC South
SF,2009,330,281,8,8,0,4664,23,12,35,922,40,80,6,41,12,5234,14,12,26,1028,44,87,15,40,18,0.5541740674955595,563,3052,359,1612,0.5732899022801303,614,3670,414,1564,49,NFC West
SF,2010,305,346,6,10,0,5022,19,10,29,928,44,84,6,30,14,5250,25,9,34,1021,36,66,8,36,14,0.5280898876404494,534,3358,394,1664,0.6172413793103448,580,3697,441,1553,-41,NFC West
SF,2011,380,229,13,3,0,4970,18,14,32,972,44,78,5,58,5,4942,20,3,23,965,40,84,13,27,22,0.5604838709677419,496,2938,476,2032,0.539708265802269,617,3697,348,1245,151,NFC West
SF,2012,397,273,11,4,1,5801,23,17,40,952,41,65,6,36,8,4727,19,7,26,989,38,65,9,32,13,0.608421052631579,475,3293,477,2508,0.5654362416107382,596,3203,393,1524,124,NFC West
SF,2013,406,272,12,4,0,5195,21,18,39,944,39,54,10,61,8,5084,19,11,30,1007,37,77,7,28,18,0.5362637362637362,455,2979,489,2216,0.5605815831987075,619,3553,388,1531,134,NFC West
SF,2014,306,340,8,8,0,5254,20,10,30,994,52,67,11,49,9,5158,30,6,36,972,36,75,6,35,21,0.5427509293680297,538,3063,456,2191,0.5574614065180102,583,3548,389,1610,-34,NFC West
SF,2015,238,387,5,11,0,4872,16,7,23,958,53,88,3,45,11,6231,21,20,41,1057,28,73,3,38,9,0.5561312607944733,579,3318,379,1554,0.6476683937823834,579,4185,478,2046,-149,NFC West
SF,2016,309,480,2,14,0,4942,21,15,36,988,47,75,11,52,9,6527,30,25,55,1082,33,73,8,46,10,0.5354477611940298,536,2911,452,2031,0.5862068965517241,551,3848,531,2679,-171,NFC West
SF,2017,331,383,6,10,0,5599,15,15,30,1041,43,107,7,46,14,5641,27,13,40,1046,30,94,8,53,10,0.5629860031104199,643,3925,398,1674,0.5986038394415357,573,3756,473,1885,-52,NFC West
SF,2018,342,435,4,12,0,5788,26,7,33,993,48,122,10,50,20,5570,35,13,48,998,37,85,5,39,2,0.5706896551724138,580,3871,413,1917,0.5993031358885017,574,3736,424,1834,-93,NFC West
BUF,2009,258,326,6,10,0,4390,17,6,23,902,46,99,7,37,17,5469,14,19,33,1070,34,69,4,51,27,0.5278350515463918,485,2515,417,1875,0.5344202898550725,552,2939,518,2530,-68,AFC East
BUF,2010,283,425,4,12,0,4872,24,6,30,950,33,84,14,43,20,5800,28,18,46,1055,27,53,9,32,11,0.5391621129326047,549,3150,401,1722,0.592741935483871,496,3074,559,2726,-142,AFC East
BUF,2011,372,434,6,10,0,5629,24,12,36,981,22,65,5,33,23,5958,30,19,49,986,28,49,8,34,18,0.5983193277310924,595,3711,386,1918,0.6045197740112994,531,3722,455,2236,-62,AFC East
BUF,2012,344,435,6,10,0,5498,24,12,36,971,29,66,17,36,17,5820,25,23,48,1028,37,63,8,46,11,0.5743494423791822,538,3269,433,2229,0.5379188712522046,567,3475,461,2345,-91,AFC East
BUF,2013,339,388,6,10,0,5445,16,15,31,1096,48,99,11,52,15,5350,28,10,38,1071,56,90,7,39,21,0.5264084507042254,568,3107,528,2338,0.504885993485342,614,3273,457,2077,-49,AFC East
BUF,2014,343,289,9,7,0,5116,23,7,30,1003,39,79,9,39,12,5007,16,10,26,1012,52,85,9,48,13,0.5941080196399345,611,3616,392,1500,0.5579470198675497,604,3283,408,1724,54,AFC East
BUF,2015,379,359,8,8,0,5799,23,19,42,1002,42,67,7,58,9,5731,30,10,40,1000,21,68,4,25,15,0.5818540433925049,507,3343,495,2456,0.5568,625,3978,375,1753,20,AFC East
BUF,2016,399,378,7,9,0,5679,17,29,46,1007,46,82,5,57,6,5728,19,21,40,1006,39,72,5,38,12,0.5529865125240848,519,3039,488,2640,0.5571687840290381,551,3586,455,2142,21,AFC East
BUF,2017,302,359,9,7,0,4860,16,12,28,992,47,86,6,67,9,5704,14,22,36,1040,27,67,6,55,16,0.5557692307692308,520,2825,472,2035,0.6208053691275168,596,3688,444,2016,-57,AFC East
BUF,2018,269,374,6,10,0,4789,13,15,28,998,41,96,7,45,22,4725,22,17,39,954,36,83,10,61,15,0.5027829313543599,539,2796,459,1993,0.590566037735849,530,2867,424,1858,-105,AFC East
SD,2009,454,320,13,3,0,5773,29,17,46,957,26,45,6,39,9,5235,23,10,33,986,34,47,10,31,13,0.6236162361623616,542,4338,415,1435,0.5780141843971631,564,3348,422,1887,134,AFC West
SD,2010,441,322,9,7,0,6343,30,18,48,1029,38,64,14,34,11,4340,18,14,32,927,48,56,8,41,16,0.6211072664359861,578,4521,451,1822,0.5357142857142857,532,2830,395,1510,119,AFC West
SD,2011,406,377,8,8,0,6300,27,16,43,1034,31,49,8,26,17,5555,29,8,37,947,32,46,4,33,13,0.6029654036243822,607,4426,427,1874,0.5944333996023857,503,3591,444,1964,29,AFC West
SD,2012,350,350,7,9,0,4766,26,4,30,974,49,56,10,34,13,5188,28,10,38,1005,38,64,11,39,13,0.5919439579684763,571,3296,403,1470,0.5745033112582781,604,3683,401,1505,0,AFC West
SD,2013,396,348,9,7,0,6295,32,9,41,1052,30,56,8,23,9,5866,23,14,37,951,34,53,6,27,11,0.6625874125874126,572,4328,480,1967,0.629757785467128,578,4148,373,1718,48,AFC West
SD,2014,348,348,9,7,0,5471,31,6,37,1001,36,70,4,44,16,5413,24,11,35,982,26,45,10,43,6,0.628099173553719,605,4099,396,1372,0.5882352941176471,544,3426,438,1987,0,AFC West
SD,2015,320,398,4,12,0,5960,30,4,34,1094,40,90,10,40,12,5808,22,17,39,947,32,65,7,40,11,0.6274787535410765,706,4596,388,1364,0.6062846580406654,541,3790,406,2018,-78,AFC West
SD,2016,410,423,5,11,0,5718,33,10,43,1006,36,88,12,49,21,5578,21,20,41,1010,35,82,9,59,16,0.5693311582381729,613,4202,393,1516,0.5938009787928222,613,3990,397,1588,-13,AFC West
DEN,2009,326,324,8,8,0,5472,21,9,30,1022,34,51,9,36,12,5049,18,11,29,991,39,60,12,44,15,0.5799319727891157,588,3627,434,1845,0.5508317929759704,541,2981,450,2068,2,AFC West
DEN,2010,344,471,4,12,0,5592,25,13,38,1006,40,60,11,41,12,6267,26,26,52,1040,23,55,6,35,8,0.5414634146341464,615,4021,391,1571,0.5689655172413793,522,3780,518,2487,-127,AFC West
DEN,2011,309,390,8,8,0,5087,20,11,31,1013,43,56,15,43,14,5741,24,11,35,1045,41,70,7,45,8,0.46170212765957447,470,2436,543,2651,0.5831873905429071,571,3704,474,2037,-81,AFC West
DEN,2012,481,289,13,3,0,6387,37,12,49,1066,21,42,12,46,11,4665,25,5,30,1002,52,82,7,34,15,0.6611842105263158,608,4544,458,1843,0.5279605263157895,608,3195,394,1470,192,AFC West
DEN,2013,606,399,13,3,0,7367,55,16,71,1131,20,46,11,34,10,5697,29,15,44,1061,41,79,10,47,16,0.6657060518731989,694,5468,437,1899,0.5502318392581144,647,4076,414,1621,207,AFC West
DEN,2014,482,354,12,4,0,6470,40,15,55,1042,17,40,4,37,12,4889,29,9,38,1026,41,84,5,39,16,0.6445880452342488,619,4665,423,1805,0.5859030837004405,681,3607,345,1282,128,AFC West
DEN,2015,355,296,12,4,0,5697,19,13,32,1046,39,85,7,40,23,4544,19,10,29,1020,51,115,10,36,14,0.5723172628304821,643,3970,403,1727,0.5521669341894061,623,3196,397,1348,59,AFC West
DEN,2016,333,297,9,7,0,5187,20,11,31,1004,40,93,11,42,11,5072,13,15,28,1058,42,99,10,22,13,0.5584843492586491,607,3685,397,1502,0.5195246179966044,589,2974,469,2098,36,AFC West
DEN,2017,289,382,5,11,0,5203,19,8,27,1063,53,96,10,37,22,4656,29,9,38,933,33,73,7,48,8,0.5380875202593193,617,3335,446,1868,0.5653846153846154,520,3210,413,1446,-93,AFC West
DEN,2018,329,349,6,10,0,5611,19,18,37,1003,34,90,6,34,14,5861,26,11,37,1002,44,86,9,34,17,0.5938511326860841,618,3695,385,1916,0.5983050847457627,590,3929,412,1932,-20,AFC West
CHI,2009,327,375,7,9,0,4978,27,6,33,955,34,72,5,34,25,5423,29,14,43,1019,34,79,13,45,12,0.576271186440678,590,3478,365,1500,0.605683836589698,563,3398,456,2025,-48,NFC North
CHI,2010,334,286,11,5,0,4653,23,10,33,917,55,83,10,53,20,5028,14,14,28,983,33,63,15,48,21,0.5297504798464492,521,3017,396,1636,0.5967213114754099,610,3579,373,1449,48,NFC North
CHI,2011,353,341,8,8,0,5024,18,10,28,967,49,81,9,56,18,5618,22,10,32,1041,34,60,9,54,15,0.5193798449612403,516,3011,451,2013,0.5833333333333334,660,4073,381,1545,12,NFC North
CHI,2012,375,277,10,6,0,4975,21,11,32,981,45,81,7,38,16,5061,19,6,25,1011,41,54,16,45,24,0.5415094339622641,530,2985,451,1990,0.5529225908372828,633,3419,378,1642,98,NFC North
CHI,2013,445,478,8,8,0,6128,32,13,45,1002,30,76,9,43,13,6325,25,22,47,1011,32,42,8,45,18,0.6151315789473685,608,4287,394,1841,0.5833333333333334,540,3730,471,2595,-33,NFC North
CHI,2014,319,442,5,11,0,5256,30,8,38,993,42,73,10,34,17,6057,34,12,46,987,39,73,8,33,12,0.6082949308755761,651,3793,342,1463,0.62778730703259,583,4230,404,1827,-123,NFC North
CHI,2015,335,397,6,10,0,5524,21,13,34,1020,33,67,8,32,10,5539,31,9,40,966,35,88,6,24,8,0.6007194244604317,556,3665,464,1859,0.5908256880733945,545,3593,421,1946,-62,NFC North
CHI,2016,279,399,3,13,0,5711,19,10,29,957,27,69,10,33,18,5570,22,18,40,989,37,65,3,36,8,0.5951972555746141,583,3974,374,1737,0.6074600355239786,563,3598,426,1972,-120,NFC North
CHI,2017,264,320,5,11,0,4578,13,13,26,926,39,74,10,69,11,5118,18,10,28,984,42,93,12,27,8,0.5708661417322834,508,2783,418,1795,0.6017543859649123,570,3376,414,1742,-56,NFC North
CHI,2018,421,283,12,4,0,5526,28,16,44,997,33,59,10,46,13,4801,22,5,27,1004,50,96,8,31,26,0.63003663003663,546,3570,451,1956,0.5669172932330827,665,3521,339,1280,138,NFC North
DAL,2009,361,250,11,5,0,6406,26,14,40,998,34,72,8,40,8,5071,19,7,26,966,42,89,10,26,10,0.5993091537132987,579,4287,419,2119,0.5657894736842105,608,3615,358,1456,111,NFC East
DAL,2010,394,436,6,10,0,5833,29,10,39,1023,32,72,9,30,19,5647,33,11,44,959,36,65,9,26,20,0.6291390728476821,604,4034,419,1799,0.6073298429319371,573,3895,386,1752,-42,NFC East
DAL,2011,369,347,8,8,0,6020,33,5,38,1001,39,77,9,35,12,5501,24,10,34,958,42,87,9,40,15,0.6214876033057851,605,4201,396,1819,0.5763293310463122,583,3905,375,1596,22,NFC East
DAL,2012,376,400,8,8,0,6022,29,8,37,1034,36,72,8,39,18,5693,22,17,39,973,35,65,7,29,7,0.6271676300578035,692,4733,342,1289,0.5933456561922366,541,3691,432,2002,-24,NFC East
DAL,2013,439,432,8,8,0,5486,33,12,45,947,35,50,6,28,12,6667,33,17,50,1078,34,60,11,38,15,0.6048387096774194,620,3970,327,1516,0.6171516079632465,653,4591,425,2076,7,NFC East
DAL,2014,467,352,12,4,0,6132,37,16,53,998,31,51,12,48,11,5691,22,18,40,967,28,74,12,42,17,0.6507936507936508,504,3768,494,2364,0.6352739726027398,584,4033,383,1658,115,NFC East
DAL,2015,275,374,4,12,0,5369,16,8,24,957,33,58,9,39,20,5590,19,16,35,978,31,73,2,55,8,0.599640933572711,557,3473,400,1896,0.6133828996282528,538,3638,440,1952,-99,NFC East
DAL,2016,421,306,13,3,0,6050,25,24,49,994,28,61,9,40,6,5506,25,9,34,1007,35,81,10,51,9,0.6360078277886497,511,3631,483,2419,0.6352765321375187,669,4172,338,1334,115,NFC East
DAL,2017,354,332,9,7,0,5320,22,18,40,996,32,75,6,39,10,5105,28,7,35,986,38,90,7,58,9,0.5908221797323135,523,3142,473,2178,0.62248322147651,596,3425,390,1680,22,NFC East
DAL,2018,339,324,10,6,0,5519,22,13,35,1006,56,104,9,42,7,5285,22,12,34,969,39,92,11,46,9,0.612736660929432,581,3538,425,1981,0.6349480968858131,578,3757,391,1528,15,NFC East
MIA,2009,360,390,7,9,0,5411,15,22,37,1077,34,58,9,36,17,5603,23,16,39,959,43,68,6,32,14,0.5776614310645725,573,3170,504,2241,0.530188679245283,530,3756,429,1847,-30,AFC East
MIA,2010,273,333,7,9,0,5185,17,8,25,1028,38,69,8,31,20,4967,22,8,30,969,39,63,7,52,11,0.5656565656565656,594,3524,434,1661,0.5353159851301115,538,3348,431,1619,-60,AFC East
MIA,2011,329,313,6,10,0,5089,20,11,31,978,52,83,12,39,12,5536,24,8,32,1033,42,86,1,40,16,0.5374280230326296,521,3098,457,1991,0.5564387917329093,629,3988,404,1548,16,AFC East
MIA,2012,288,317,7,9,0,5005,13,15,28,959,37,62,11,41,11,5724,18,10,28,1061,41,85,5,44,9,0.5435992578849722,539,3200,420,1805,0.5507020280811232,641,3981,420,1743,-29,AFC East
MIA,2013,317,335,8,8,0,4906,23,8,31,971,58,89,7,36,17,5659,17,14,31,1065,40,79,5,34,17,0.5508607198748043,639,3526,332,1380,0.5614617940199336,602,3644,463,2015,-18,AFC East
MIA,2014,388,373,8,8,0,5597,27,12,39,1025,47,93,7,44,11,5508,27,13,40,1014,39,65,10,37,13,0.6165884194053208,639,3704,386,1893,0.5919439579684763,571,3559,443,1949,15,AFC East
MIA,2015,310,389,6,10,0,5319,24,11,35,965,45,93,6,34,11,6038,31,13,44,1059,31,80,4,65,12,0.5791139240506329,632,3815,333,1504,0.6118881118881119,572,4000,487,2038,-79,AFC East
MIA,2016,363,380,10,6,0,5341,27,14,41,901,29,79,6,51,12,6141,30,12,42,1075,33,81,9,51,16,0.632,500,3512,401,1829,0.5894568690095847,626,3886,449,2255,-17,AFC East
MIA,2017,281,393,6,10,0,4932,24,4,28,982,33,73,7,57,17,5390,26,14,40,965,30,80,6,47,7,0.5930047694753577,629,3535,353,1397,0.6141304347826086,552,3603,413,1787,-112,AFC East
MIA,2018,319,433,7,9,0,4651,26,7,33,863,52,104,10,40,12,6278,31,17,48,1005,31,73,5,38,20,0.5805168986083499,503,2902,360,1749,0.6226765799256505,538,3934,467,2344,-114,AFC East
MIN,2009,470,312,12,4,0,6094,34,19,53,1032,34,80,10,49,7,4893,26,5,31,933,47,92,11,48,10,0.6472602739726028,584,4156,448,1938,0.5859106529209622,582,3495,351,1398,158,NFC North
MIN,2010,281,348,6,10,0,5052,14,16,30,972,35,82,11,43,25,5020,25,10,35,965,30,67,8,51,15,0.5669144981412639,538,3102,434,1950,0.599640933572711,557,3374,408,1646,-67,NFC North
MIN,2011,340,449,3,13,0,5280,20,18,38,1000,49,70,8,53,16,5744,34,10,44,1015,50,77,12,51,8,0.5134649910233393,557,2957,443,2323,0.6262798634812287,586,4019,429,1725,-109,NFC North
MIN,2012,379,348,10,6,0,5408,18,16,34,988,31,59,11,66,12,5626,28,10,38,1073,44,81,12,40,9,0.5813953488372093,516,2760,472,2648,0.5978593272171254,654,3919,419,1707,31,NFC North
MIN,2013,391,480,5,10,1,5516,18,23,41,1005,44,74,10,43,18,6384,37,14,51,1113,42,80,6,46,12,0.5508474576271186,590,3427,415,2089,0.6131386861313869,685,4595,428,1789,-89,NFC North
MIN,2014,325,343,7,9,0,5074,17,12,29,965,52,89,1,30,17,5530,26,10,36,1008,42,85,5,29,13,0.5737122557726465,563,3253,402,1821,0.6178010471204188,573,3566,435,1964,-18,NFC North
MIN,2015,365,302,11,5,0,5159,14,18,32,960,45,86,7,57,8,5524,24,7,31,1002,43,96,8,36,12,0.5903614457831325,498,2928,462,2231,0.5973377703826955,601,3764,401,1760,63,NFC North
MIN,2016,327,307,8,8,0,5060,20,9,29,995,38,92,8,46,5,5045,22,9,31,986,41,105,11,23,13,0.6592356687898089,628,3836,367,1224,0.5675213675213675,585,3327,401,1718,20,NFC North
MIN,2017,382,252,13,3,0,5740,25,15,40,1036,27,79,6,55,8,4431,13,10,23,942,37,79,4,32,12,0.6420863309352518,556,3755,480,1985,0.5519591141396933,587,3080,355,1351,130,NFC North
MIN,2018,360,341,8,7,1,5541,30,9,39,996,40,94,10,39,10,4971,15,13,28,981,50,87,7,39,12,0.6558641975308642,648,4042,348,1499,0.5737704918032787,549,3146,432,1825,19,NFC North
STL,2009,175,436,1,15,0,4474,12,4,16,992,44,92,9,40,19,5992,22,24,46,990,25,68,11,41,8,0.5343642611683849,582,2678,410,1796,0.6140350877192983,513,3766,477,2226,-261,NFC West
STL,2010,289,328,7,9,0,4837,18,9,27,1039,34,69,4,42,14,5430,22,7,29,999,43,80,10,46,13,0.5711974110032363,618,3252,421,1585,0.5429042904290429,606,3606,393,1824,-39,NFC West
STL,2011,193,407,2,14,0,4546,9,7,16,1000,55,101,12,48,9,5734,21,17,38,1004,39,75,5,48,11,0.4882943143812709,598,2863,402,1683,0.5647969052224371,517,3278,487,2456,-214,NFC West
STL,2012,299,348,7,8,1,5285,22,5,27,983,34,76,6,38,12,5493,16,18,34,1024,51,79,3,60,16,0.5684931506849316,584,3556,399,1729,0.6114864864864865,592,3619,432,1874,-49,NFC West
STL,2013,348,364,7,9,0,4899,22,10,32,953,35,68,10,41,11,5534,21,18,39,1003,53,88,13,60,14,0.5584415584415584,539,3129,414,1770,0.6195462478184991,573,3876,430,1658,-16,NFC West
STL,2014,324,354,6,10,0,5044,20,11,31,948,47,83,10,41,16,5638,18,12,30,987,41,69,11,50,12,0.5836298932384342,562,3399,386,1645,0.6360485268630849,577,3854,410,1784,-30,NFC West
STL,2015,280,330,7,9,0,4779,11,16,27,905,18,89,9,59,11,5907,21,7,28,1071,41,102,11,66,13,0.558282208588957,489,2807,416,1972,0.6293375394321766,634,4065,437,1842,-50,NFC West
LA,2016,224,394,4,12,0,4258,14,9,23,950,49,89,8,45,19,5409,32,12,44,1021,31,91,9,60,10,0.5351629502572899,583,2951,367,1307,0.6176470588235294,612,3732,409,1677,-170,NFC West
LA,2017,478,329,11,5,0,5806,28,17,45,976,28,71,10,48,7,5444,21,15,36,1010,47,96,9,33,17,0.5911602209944752,543,3836,433,1970,0.5409015025041736,599,3479,411,1965,149,NFC West
LA,2018,527,384,13,3,0,6775,32,23,55,1041,33,69,6,38,12,5748,31,12,43,953,41,99,11,29,17,0.6133333333333333,600,4513,441,2262,0.6055846422338569,573,3784,380,1964,143,NFC West
LAC,2017,355,272,9,7,0,6046,28,10,38,996,18,67,4,51,10,5233,17,11,28,992,43,77,9,44,17,0.6172006745362564,593,4431,403,1615,0.5784832451499118,567,3133,425,2100,83,AFC West
LAC,2018,428,329,12,4,0,5986,32,16,48,937,34,85,5,33,11,5347,23,11,34,973,38,77,7,35,12,0.631578947368421,551,4097,386,1889,0.6020583190394511,583,3648,390,1699,99,AFC West
